t,x,y,z,mf
25761,-11.9141,26.2695,-21.5332,36.00
25772,-11.9141,26.2695,-21.5332,36.00
25782,-11.3770,25.9277,-21.5820,35.60
25793,-11.5723,26.2695,-20.9961,35.56
25804,-11.5234,26.5625,-21.6309,36.14
25815,-11.2305,26.7090,-21.8750,36.30
25826,-12.2070,26.6113,-21.0938,36.08
25837,-11.6211,26.9531,-22.4121,36.93
25848,-11.8164,26.7578,-21.2402,36.15
25859,-11.8164,26.7578,-21.2402,36.15
25869,-11.5723,26.6113,-21.3379,36.02
25880,-11.1816,27.0020,-21.6309,36.36
25891,-11.5723,26.3672,-21.9238,36.19
25902,-11.2793,26.9043,-22.3633,36.76
25913,-10.7422,26.3184,-21.6309,35.72
25924,-11.9141,26.1719,-22.9004,36.76
25935,-11.7187,26.8066,-22.0703,36.65
25946,-11.7187,26.8066,-22.0703,36.65
25956,-11.9141,26.4160,-22.3633,36.60
25967,-11.7187,26.6602,-22.4121,36.75
25978,-11.5234,26.5625,-21.9238,36.32
25989,-11.7676,26.6113,-21.7773,36.34
26000,-11.7676,26.9043,-22.3145,36.88
26011,-11.0352,26.7578,-21.7773,36.22
26022,-11.0840,26.1719,-21.4844,35.63
26033,-11.0840,26.1719,-21.4844,35.63
26043,-11.3281,26.2207,-21.4844,35.74
26054,-10.4492,26.2207,-21.5332,35.50
26065,-11.4746,26.8066,-22.4609,36.81
26076,-10.7422,26.7578,-21.2891,35.84
26087,-10.8887,26.5625,-21.4844,35.86
26098,-11.6211,26.9043,-21.6797,36.45
26109,-11.3770,27.0020,-22.6074,37.01
26120,-11.3770,27.0020,-22.6074,37.01
26130,-11.4258,26.9531,-21.8750,36.54
26141,-11.2793,27.1484,-21.6797,36.53
26152,-11.0352,27.0020,-21.5332,36.26
26163,-11.1816,27.1484,-22.6074,37.06
26174,-11.5234,26.8555,-22.0215,36.59
26185,-11.7676,26.8066,-21.8262,36.52
26196,-11.4746,26.5625,-22.3633,36.57
26207,-11.4746,26.5625,-22.3633,36.57
26217,-11.4746,26.5137,-22.1191,36.39
26228,-11.7676,26.5137,-22.5098,36.72
26239,-11.1816,27.0508,-22.2656,36.78
26250,-11.1328,26.8555,-21.7773,36.32
26261,-11.4746,26.6113,-21.1426,35.87
26272,-11.5723,26.6602,-21.7773,36.32
26283,-10.3027,26.6602,-20.9961,35.46
26294,-10.3027,26.6602,-20.9961,35.46
26304,-11.4746,26.9531,-21.8750,36.56
26315,-11.4746,26.7090,-22.2656,36.62
26326,-12.0605,26.7578,-21.3867,36.32
26337,-10.8398,26.4648,-21.9727,36.07
26348,-10.8887,26.8066,-22.0703,36.39
26359,-11.1816,26.8555,-21.3379,36.08
26370,-11.4746,26.9043,-22.2656,36.76
26381,-11.4746,26.9043,-22.2656,36.76
26391,-11.4258,26.6602,-21.9727,36.39
26402,-11.1816,27.0508,-22.0215,36.63
26413,-11.2305,27.3438,-22.0703,36.89
26424,-10.7422,26.9043,-21.7285,36.21
26435,-11.2305,26.8066,-21.5820,36.20
26446,-11.3281,27.0508,-21.9727,36.65
26457,-11.2793,27.1973,-22.2656,36.91
26468,-11.2793,27.1973,-22.2656,36.91
26478,-11.4258,26.9531,-22.0215,36.63
26489,-11.5234,27.0508,-22.1680,36.82
26500,-11.2305,27.2949,-22.4609,37.09
26511,-11.2793,27.2949,-22.2168,36.96
26522,-11.3281,27.0020,-22.2168,36.76
26533,-11.1816,27.0020,-22.0215,36.59
26544,-11.1816,26.8066,-21.7773,36.30
26555,-11.1816,26.8066,-21.7773,36.30
26565,-11.5234,26.5137,-21.8750,36.25
26576,-11.4746,26.9531,-22.0215,36.65
26587,-10.9863,26.9043,-21.7773,36.32
26598,-11.7187,26.5625,-21.8262,36.32
26609,-10.8887,26.8066,-20.9473,35.72
26620,-10.7910,26.8555,-21.7285,36.19
26631,-10.7910,27.1484,-21.7285,36.41
26642,-10.8887,27.1484,-21.7285,36.44
26652,-10.9375,26.8555,-21.5332,36.12
26663,-11.0352,26.6113,-21.5332,35.97
26674,-10.8887,26.9531,-22.1191,36.53
26685,-11.2305,27.1484,-21.7773,36.57
26696,-11.1328,26.9531,-21.8262,36.43
26707,-11.1328,26.7090,-21.6797,36.16
26718,-11.1328,26.6113,-21.1914,35.79
26729,-11.0352,26.6113,-21.1914,35.76
26739,-11.0352,26.4648,-21.3867,35.77
26750,-10.9863,27.0996,-20.5078,35.72
26761,-10.8398,26.6113,-20.7520,35.44
26772,-11.0352,26.8555,-20.8008,35.72
26783,-11.0840,26.5625,-21.0449,35.66
26794,-11.2793,26.5625,-20.2148,35.23
26805,-11.2793,26.5625,-20.8496,35.60
26816,-10.9375,27.1484,-20.8496,35.94
26826,-10.7422,26.6602,-20.8496,35.51
26837,-10.4004,26.9043,-20.8008,35.56
26848,-11.1816,26.7578,-21.0938,35.86
26859,-10.6934,26.9043,-20.6543,35.56
26870,-10.3516,26.9531,-20.8008,35.59
26881,-10.9863,26.9531,-21.3867,36.12
26892,-10.9863,26.9531,-20.9961,35.89
26903,-10.5957,26.8555,-20.9961,35.70
26913,-10.9863,26.3184,-20.9961,35.41
26924,-11.4746,26.6602,-20.8984,35.77
26935,-10.8398,26.7578,-20.8496,35.61
26946,-10.3516,26.8555,-21.5820,35.97
26957,-10.1562,26.5625,-21.4355,35.61
26968,-10.4004,26.8066,-21.3867,35.84
26979,-10.4004,26.8066,-21.3867,35.84
26989,-10.3516,26.3672,-21.2891,35.43
27000,-10.5469,26.4648,-21.0938,35.45
27011,-10.3516,26.7090,-21.6797,35.92
27022,-10.7910,26.9043,-21.5332,36.11
27033,-10.2539,26.6602,-20.7031,35.28
27044,-10.4980,26.6602,-21.1914,35.64
27055,-10.1074,26.4160,-20.7520,35.08
27066,-10.1074,26.4160,-20.7520,35.08
27076,-10.2051,27.0020,-21.3867,35.93
27087,-10.3516,26.5137,-20.8008,35.25
27098,-10.4004,26.5625,-20.9473,35.39
27109,-10.3516,26.7578,-20.9473,35.52
27120,-10.7422,26.0742,-20.9473,35.13
27131,-10.5957,26.9531,-20.8496,35.69
27142,-10.3027,26.7578,-20.9961,35.54
27153,-10.3027,26.7578,-20.9961,35.54
27163,-10.3516,26.3672,-20.5078,34.97
27174,-10.0586,26.8555,-21.1914,35.66
27185,-10.7910,26.4160,-20.8984,35.37
27196,-10.4004,26.8066,-21.6309,35.98
27207,-9.9609,26.8066,-21.0449,35.51
27218,-10.0098,27.1484,-20.8008,35.64
27229,-10.2539,27.2461,-21.0938,35.95
27240,-10.2539,27.2461,-21.0938,35.95
27250,-10.0098,26.7578,-20.8008,35.34
27261,-9.7168,26.8555,-20.6543,35.25
27272,-10.2051,26.5137,-21.0938,35.38
27283,-10.0098,26.7578,-20.6543,35.25
27294,-10.3516,26.8555,-21.1914,35.74
27305,-10.5957,26.6113,-20.9961,35.51
27316,-9.9121,26.4648,-20.6543,35.00
27327,-9.9121,26.4648,-20.6543,35.00
27337,-10.2051,26.8555,-20.7520,35.44
27348,-10.1562,26.8066,-20.7520,35.39
27359,-10.3027,26.5137,-20.4102,35.01
27370,-10.3516,26.2207,-20.4102,34.80
27381,-9.7656,25.8789,-20.9473,34.70
27392,-10.0098,26.0742,-20.5078,34.65
27403,-9.4238,25.9766,-20.9961,34.70
27414,-9.4238,25.9766,-20.9961,34.70
27424,-9.7656,26.0742,-20.7031,34.70
27435,-9.9609,25.9277,-20.0684,34.27
27446,-9.6191,25.1465,-20.2637,33.70
27457,-9.7656,24.9023,-20.1660,33.50
27468,-8.9355,25.4395,-21.1426,34.26
27479,-8.7402,24.8535,-20.4590,33.36
27490,-8.6914,24.6582,-20.7031,33.35
27501,-8.6914,24.6582,-20.7031,33.35
27511,-8.6426,23.4863,-20.2148,32.17
27522,-8.2520,22.9004,-20.4102,31.77
27533,-8.0566,21.5820,-20.3613,30.75
27544,-6.8848,20.8984,-19.6777,29.52
27555,-5.7129,19.2383,-19.9707,28.31
27566,-3.9551,16.8945,-20.1172,26.57
27577,-2.1484,15.9180,-20.6543,26.16
27588,-2.1484,15.9180,-20.6543,26.16
27598,2.0020,12.7930,-21.0449,24.71
27609,8.1055,7.4219,-22.1191,24.70
27620,10.2539,8.3496,-21.8750,25.56
27631,22.2656,4.2969,-24.3164,33.25
27642,34.8145,-1.9043,-26.2695,43.66
27653,49.6582,-2.0996,-26.7578,56.45
27664,67.8711,0.5371,-25.5371,72.52
27675,67.8711,0.5371,-25.5371,72.52
27685,89.1113,6.7383,-21.0938,91.82
27696,105.7617,20.1172,-9.6680,108.09
27707,126.7578,29.1016,20.1660,131.61
27718,145.8496,37.7441,62.5000,163.10
27729,158.8379,41.8457,102.1484,193.43
27740,142.5781,47.7051,95.3125,178.01
27751,142.5781,47.1191,86.3281,173.21
27762,90.1855,47.1191,86.3281,133.44
27772,49.4629,44.4336,65.1367,93.08
27783,19.4336,30.8594,32.6172,48.93
27794,4.5898,28.6133,17.8223,34.02
27805,-3.2715,24.1211,5.1270,24.88
27816,-4.7363,27.2461,-5.8594,28.27
27827,-3.2227,28.8086,-12.7930,31.69
27838,-3.2227,28.0762,-14.7461,31.88
27849,-6.2012,28.0762,-14.7461,32.31
27859,-9.4727,26.7090,-17.1875,33.14
27870,-10.3516,27.2461,-18.0664,34.29
27881,-9.9121,27.1484,-18.5059,34.32
27892,-10.5957,27.2949,-19.5801,35.22
27903,-11.0840,27.7344,-20.9473,36.48
27914,-10.5957,27.9297,-20.0684,35.99
27925,-10.5957,28.4180,-20.3125,36.50
27936,-10.7910,28.4180,-20.3125,36.56
27946,-11.1816,28.3691,-20.8008,36.91
27957,-11.0352,28.4180,-21.3867,37.24
27968,-10.6934,28.0762,-21.4844,36.94
27979,-10.8398,28.3203,-21.3379,37.08
27990,-10.4492,28.2227,-21.4844,36.98
28001,-9.4238,28.3691,-20.8496,36.45
28012,-9.4238,28.3691,-21.5820,36.87
28023,-10.7422,28.4180,-21.5820,37.27
28033,-10.7910,28.5156,-21.7773,37.47
28044,-11.2305,28.3203,-22.2656,37.73
28055,-10.5469,28.5156,-21.7773,37.40
28066,-9.8633,27.9297,-21.3867,36.53
28077,-10.9863,28.3203,-21.9727,37.49
28088,-10.4004,28.7598,-22.5098,37.97
28099,-10.4004,28.7598,-22.8027,38.15
